"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"","2139","memory_resp","html-keyboard-response","771","1376803","0.0-6.0-1.138","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Henry
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-237-052-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Elizabeth
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-208-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","f","","true","7","stims/img/CFD-WM-237-052-N.jpg","Henry","2","stims/img/CFD-WF-208-068-N.jpg","Elizabeth","false","true",""
"","306","memory_conf","html-keyboard-response","772","1377112","0.0-6.0-2.138","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Henry
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-237-052-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Elizabeth
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-208-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","773","1377868","0.0-6.0-0.139","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1713","memory_resp","html-keyboard-response","774","1379585","0.0-6.0-1.139","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Lucas
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-244-222-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Madison
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-221-223-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","f","","true","5","stims/img/CFD-AM-244-222-N.jpg","Lucas","11","stims/img/CFD-BF-221-223-N.jpg","Madison","false","true",""
"","205","memory_conf","html-keyboard-response","775","1379792","0.0-6.0-2.139","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Lucas
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-244-222-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Madison
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-221-223-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","776","1380549","0.0-6.0-0.140","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1860","memory_resp","html-keyboard-response","777","1382412","0.0-6.0-1.140","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Elizabeth
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-208-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","f","","true","9","stims/img/CFD-AM-229-224-N.jpg","Ethan","2","stims/img/CFD-WF-208-068-N.jpg","Elizabeth","false","true",""
"","208","memory_conf","html-keyboard-response","778","1382622","0.0-6.0-2.140","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Elizabeth
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-208-068-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","779","1383379","0.0-6.0-0.141","21","3","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","1704","memory_resp","html-keyboard-response","780","1385085","0.0-6.0-1.141","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> Friends? </div>
        <div>
            Ava
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-244-231-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_yesno.png'> &nbsp; </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","f","","true","4","stims/img/CFD-BF-244-231-N.jpg","Ava","9","stims/img/CFD-AM-229-224-N.jpg","Ethan","false","true",""
"","183","memory_conf","html-keyboard-response","781","1385271","0.0-6.0-2.141","21","3","
    <div class = 'grid-container'>
        <div class='header-text'> How sure are you? </div>
        <div>
            Ava
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-244-231-N.jpg'>
        </div>
        <div> &nbsp; <img width='280' src='stims/img/scale_confidence.png'> &nbsp; </div>
        <div>
            Ethan
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-229-224-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","l","","","","","","","","","","",""
