"view_history","rt","trial_purpose","trial_type","trial_index","time_elapsed","internal_node_id","sub_id","bonus","stimulus","response","rep","display_left","from_id","from_face","from_name","to_id","to_face","to_name","friendship","correct","slider_start"
"","null","learning_trial","html-keyboard-response","16","736808","0.0-3.0-1.6","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Miriam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-252-159-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Emma
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-217-155-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","4","stims/img/CFD-WF-252-159-N.jpg","Miriam","6","stims/img/CFD-AF-217-155-N.jpg","Emma","","",""
"","null","fixation","html-keyboard-response","17","737314","0.0-3.0-0.7","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","18","739821","0.0-3.0-1.7","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Emma
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-217-155-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Nevaeh
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-232-187-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","6","stims/img/CFD-AF-217-155-N.jpg","Emma","7","stims/img/CFD-BF-232-187-N.jpg","Nevaeh","","",""
"","null","fixation","html-keyboard-response","19","740327","0.0-3.0-0.8","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","20","742832","0.0-3.0-1.8","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Alexander
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-218-074-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Victoria
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-232-161-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","2","stims/img/CFD-WF-232-161-N.jpg","Victoria","3","stims/img/CFD-WM-218-074-N.jpg","Alexander","","",""
"","null","fixation","html-keyboard-response","21","743338","0.0-3.0-0.9","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","22","745845","0.0-3.0-1.9","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Alvin
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-207-108-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Miriam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-252-159-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","4","stims/img/CFD-WF-252-159-N.jpg","Miriam","5","stims/img/CFD-AM-207-108-N.jpg","Alvin","","",""
"","null","fixation","html-keyboard-response","23","746351","0.0-3.0-0.10","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","24","748858","0.0-3.0-1.10","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Miriam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-252-159-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Victoria
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-232-161-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","2","stims/img/CFD-WF-232-161-N.jpg","Victoria","4","stims/img/CFD-WF-252-159-N.jpg","Miriam","","",""
"","null","fixation","html-keyboard-response","25","749365","0.0-3.0-0.11","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","26","751871","0.0-3.0-1.11","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Alexander
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-218-074-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Miriam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-252-159-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","3","stims/img/CFD-WM-218-074-N.jpg","Alexander","4","stims/img/CFD-WF-252-159-N.jpg","Miriam","","",""
"","null","fixation","html-keyboard-response","27","752377","0.0-3.0-0.12","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","28","754884","0.0-3.0-1.12","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Alvin
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-207-108-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Nevaeh
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-232-187-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","5","stims/img/CFD-AM-207-108-N.jpg","Alvin","7","stims/img/CFD-BF-232-187-N.jpg","Nevaeh","","",""
"","null","fixation","html-keyboard-response","29","755390","0.0-3.0-0.13","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","30","757898","0.0-3.0-1.13","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Isabella
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-239-171-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            David
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-216-082-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","false","11","stims/img/CFD-LM-216-082-N.jpg","David","12","stims/img/CFD-AF-239-171-N.jpg","Isabella","","",""
"","null","fixation","html-keyboard-response","31","758404","0.0-3.0-0.14","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","32","760911","0.0-3.0-1.14","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Mason
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-226-276-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Victoria
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-232-161-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","1","stims/img/CFD-BM-226-276-N.jpg","Mason","2","stims/img/CFD-WF-232-161-N.jpg","Victoria","","",""
"","null","fixation","html-keyboard-response","33","761417","0.0-3.0-0.15","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","34","763924","0.0-3.0-1.15","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Isabella
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-239-171-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Amari
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-237-188-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","12","stims/img/CFD-AF-239-171-N.jpg","Isabella","13","stims/img/CFD-BM-237-188-N.jpg","Amari","","",""
"","null","fixation","html-keyboard-response","35","764431","0.0-3.0-0.16","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","36","766939","0.0-3.0-1.16","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Serenity
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-235-168-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            David
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-216-082-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","0","true","9","stims/img/CFD-BF-235-168-N.jpg","Serenity","11","stims/img/CFD-LM-216-082-N.jpg","David","","",""
"","3156","break","html-keyboard-response","37","770094","0.0-3.0-2.16-0.16","29","4","If you'd like to take a break before continuing, 
    please do so now. <p>To continue, please press the spacebar.</p>"," ","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","38","770597","0.0-3.0-0.17","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","39","773104","0.0-3.0-1.17","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            David
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-216-082-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Isabella
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-239-171-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","11","stims/img/CFD-LM-216-082-N.jpg","David","12","stims/img/CFD-AF-239-171-N.jpg","Isabella","","",""
"","null","fixation","html-keyboard-response","40","773610","0.0-3.0-0.18","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","41","776117","0.0-3.0-1.18","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Mason
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-226-276-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Vincent
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-238-269-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","1","stims/img/CFD-BM-226-276-N.jpg","Mason","8","stims/img/CFD-AM-238-269-N.jpg","Vincent","","",""
"","null","fixation","html-keyboard-response","42","776623","0.0-3.0-0.19","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","43","779131","0.0-3.0-1.19","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Emma
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-217-155-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Nevaeh
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-232-187-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","6","stims/img/CFD-AF-217-155-N.jpg","Emma","7","stims/img/CFD-BF-232-187-N.jpg","Nevaeh","","",""
"","null","fixation","html-keyboard-response","44","779637","0.0-3.0-0.20","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","45","782144","0.0-3.0-1.20","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            David
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-216-082-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Serenity
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-235-168-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","9","stims/img/CFD-BF-235-168-N.jpg","Serenity","11","stims/img/CFD-LM-216-082-N.jpg","David","","",""
"","null","fixation","html-keyboard-response","46","782651","0.0-3.0-0.21","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","47","785157","0.0-3.0-1.21","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Alvin
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-207-108-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Alexander
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-218-074-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","3","stims/img/CFD-WM-218-074-N.jpg","Alexander","5","stims/img/CFD-AM-207-108-N.jpg","Alvin","","",""
"","null","fixation","html-keyboard-response","48","785664","0.0-3.0-0.22","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","49","788171","0.0-3.0-1.22","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Alexander
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-218-074-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Victoria
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-232-161-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","2","stims/img/CFD-WF-232-161-N.jpg","Victoria","3","stims/img/CFD-WM-218-074-N.jpg","Alexander","","",""
"","null","fixation","html-keyboard-response","50","788677","0.0-3.0-0.23","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","51","791184","0.0-3.0-1.23","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Alvin
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-207-108-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Nevaeh
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-232-187-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","5","stims/img/CFD-AM-207-108-N.jpg","Alvin","7","stims/img/CFD-BF-232-187-N.jpg","Nevaeh","","",""
"","null","fixation","html-keyboard-response","52","791690","0.0-3.0-0.24","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","53","794197","0.0-3.0-1.24","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Emma
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-217-155-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Miriam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-252-159-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","4","stims/img/CFD-WF-252-159-N.jpg","Miriam","6","stims/img/CFD-AF-217-155-N.jpg","Emma","","",""
"","null","fixation","html-keyboard-response","54","794699","0.0-3.0-0.25","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","55","797207","0.0-3.0-1.25","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Isabella
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-239-171-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Amy
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-252-172-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","10","stims/img/CFD-LF-252-172-N.jpg","Amy","12","stims/img/CFD-AF-239-171-N.jpg","Isabella","","",""
"","null","fixation","html-keyboard-response","56","797712","0.0-3.0-0.26","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","57","800219","0.0-3.0-1.26","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            David
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-216-082-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Amari
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-237-188-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","11","stims/img/CFD-LM-216-082-N.jpg","David","13","stims/img/CFD-BM-237-188-N.jpg","Amari","","",""
"","null","fixation","html-keyboard-response","58","800725","0.0-3.0-0.27","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","59","803231","0.0-3.0-1.27","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Alexander
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WM-218-074-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Miriam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-252-159-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","3","stims/img/CFD-WM-218-074-N.jpg","Alexander","4","stims/img/CFD-WF-252-159-N.jpg","Miriam","","",""
"","null","fixation","html-keyboard-response","60","803737","0.0-3.0-0.28","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","61","806245","0.0-3.0-1.28","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Isabella
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AF-239-171-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Amari
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-237-188-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","12","stims/img/CFD-AF-239-171-N.jpg","Isabella","13","stims/img/CFD-BM-237-188-N.jpg","Amari","","",""
"","null","fixation","html-keyboard-response","62","806750","0.0-3.0-0.29","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","63","809257","0.0-3.0-1.29","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Miriam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-252-159-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Victoria
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-232-161-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","2","stims/img/CFD-WF-232-161-N.jpg","Victoria","4","stims/img/CFD-WF-252-159-N.jpg","Miriam","","",""
"","null","fixation","html-keyboard-response","64","809765","0.0-3.0-0.30","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","65","812271","0.0-3.0-1.30","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Amy
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LF-252-172-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Vincent
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-238-269-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","8","stims/img/CFD-AM-238-269-N.jpg","Vincent","10","stims/img/CFD-LF-252-172-N.jpg","Amy","","",""
"","null","fixation","html-keyboard-response","66","812777","0.0-3.0-0.31","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","67","815280","0.0-3.0-1.31","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Serenity
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-235-168-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Vincent
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-238-269-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","false","8","stims/img/CFD-AM-238-269-N.jpg","Vincent","9","stims/img/CFD-BF-235-168-N.jpg","Serenity","","",""
"","null","fixation","html-keyboard-response","68","815786","0.0-3.0-0.32","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","69","818292","0.0-3.0-1.32","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Mason
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BM-226-276-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Victoria
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-232-161-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","1","stims/img/CFD-BM-226-276-N.jpg","Mason","2","stims/img/CFD-WF-232-161-N.jpg","Victoria","","",""
"","null","fixation","html-keyboard-response","70","818798","0.0-3.0-0.33","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","71","821305","0.0-3.0-1.33","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            Miriam
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-WF-252-159-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Alvin
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-AM-207-108-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","1","true","4","stims/img/CFD-WF-252-159-N.jpg","Miriam","5","stims/img/CFD-AM-207-108-N.jpg","Alvin","","",""
"","1589","break","html-keyboard-response","72","822896","0.0-3.0-2.33-0.33","29","4","If you'd like to take a break before continuing, 
    please do so now. <p>To continue, please press the spacebar.</p>"," ","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","73","823399","0.0-3.0-0.34","29","4","<div style = ""font-size:60px;""> + </div>","null","","","","","","","","","","",""
"","null","learning_trial","html-keyboard-response","74","825906","0.0-3.0-1.34","29","4","
    <div class = 'grid-container'>
        <div class='header-text'> Friends </div>
        <div>
            David
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-LM-216-082-N.jpg'>
        </div>
        <div> &nbsp; + &nbsp; </div>
        <div>
            Serenity
            <img width='150' style='border:2px black solid;' src='stims/img/CFD-BF-235-168-N.jpg'>
        </div>
        <div class='header-text'> &nbsp; </div>
    </div>
    ","null","2","false","9","stims/img/CFD-BF-235-168-N.jpg","Serenity","11","stims/img/CFD-LM-216-082-N.jpg","David","","",""
